category,subcategory,action,sentence,response
lights,dining room,off,can you make it less bright in the dining room in 15 hours?,dimming the dining room in 15 hours.
lights,attic,off,can you make it less bright in the attic in an hour?,dimming the attic in 1 hour.
lights,kitchen,off,can you make it less bright in the kitchen in 5 days?,dimming the kitchen in 5 days.
lights,toilet,off,can you make it less bright in the toilet in 5 weeks?,dimming the toilet in 5 weeks.
lights,library,off,can you make it less bright in the library in 2 minutes?,dimming the library in 2 minutes.
lights,none,statusquery,"don't turn off the lights.""okay"," i won’t turn off the lights."""
lights,none,on,turn on the lights when i get home,turning on the lights when you get home.
lights,none,on,turn on the lights when it's dark outside,turning on the lights when it gets dark outside.
lights,none,off,turn off the lights when it is light outside,turning off the lights when it gets light outside.
camera,bathroom,on,was the camera in the bathroom on yesterday?,yes the bathroom camera was on yesterday.
camera,toilet,on,was the camera in the toilet on yesterday?,yes the toilet camera was on yesterday.
camera,none,on,is the recording device on?,yes the recording device is currently on.
camera,none,statusquery,was there motion with the motion viewer?,yes the motion viewer detected activity.
camera,outside,statusquery,would you tell me if there was any motion on the camera outside?,yes motion was detected on the outside camera.
camera,outside,statusquery,was there any motion on the camera outside?,yes motion was detected on the outside camera.
camera,kitchen,statusquery,was there movement on the camera in the kitchen yesterday?,yes there was motion detected in the kitchen yesterday.
camera,attic,statusquery,was there movement on the camera in the attic yesterday?,yes there was motion detected in the attic yesterday.
camera,bathroom,statusquery,was there movement on the camera in the bathroom yesterday?,yes there was motion detected in the bathroom yesterday.
camera,backyard,statusquery,was there movement on the camera in the backyard yesterday?,yes there was motion detected in the backyard yesterday.
camera,living room,on,i would like it that you'd tell me if the camera in the living room is on,yes the living room camera is currently on.
camera,all,statusquery,did you see any movement tonight?,yes there was some movement detected tonight.
camera,outside,statusquery,was there something strange outside?,yes unusual activity was detected outside.
camera,all,statusquery,is there something i should know about the motion?,yes motion was detected that may require your attention.
camera,all,statusquery,how many cameras are there?,there are multiple cameras installed across different locations.
camera,all,statusquery,where are all the cameras installed?,the cameras are installed in the kitchen living room backyard attic and bathroom.
camera,all,statusquery,is there many motion on the cameras lately?,yes there has been frequent motion detected recently.
camera,all,statusquery,what is the camera currently shooting?,the cameras are currently recording the assigned areas in real time.
camera,all,statusquery,did humans appear on the camera today?,yes human activity was detected on the cameras today.
camera,all,statusquery,would you tell me if there was motion between september and october?,yes motion events occurred between september and october.
camera,none,on,is the camera on?,yes the camera is currently turned on.
camera,none,on,turn on the camera,turning the camera on now.
camera,none,statusquery,a camera does recording and viewing,correct the camera records and streams video for monitoring.
camera,backyard,statusquery,could you give me some info on the camera in the backyard?,backyard camera status shown.
camera,none,statusquery,was there any movement on the cameras today?,yes movement was detected on the cameras today.
camera,outside,statusquery,was there a person outside today?,yes a person was detected outside today.
camera,none,statusquery,was there any movement on the cameras yesterday?,yes there was motion activity recorded yesterday.
camera,outside,statusquery,was there a person outside yesterday?,yes a person was detected outside yesterday.
camera,outside,statusquery,was there any motion in the past hour on the camera outside?,yes motion was detected on the outside camera in the past hour.
camera,backyard,statusquery,was there any motion in the backyard yesterday?,yes there was motion in the backyard yesterday.
camera,backyard,statusquery,was there unusual activity on the camera in the backyard today?,yes some unusual activity was recorded in the backyard today.
shutters,living room,down,lower the shutters in the living room,lowering the shutters in the living room now.
shutters,kitchen,down,lower the shutters in the kitchen,lowering the shutters in the kitchen now.
shutters,library,down,lower the shutters in the library,lowering the shutters in the library now.
shutters,basement,down,lower the shutters in the basement,lowering the shutters in the basement now.
shutters,cellar,down,lower the shutters in the cellar,lowering the shutters in the cellar now.
shutters,bathroom,down,lower the shutters in the bathroom,lowering the shutters in the bathroom now.
shutters,toilet,down,lower the shutters in the toilet,lowering the shutters in the toilet now.
shutters,living room,up,raise the shutters in the living room,raising the shutters in the living room now.
shutters,kitchen,up,raise the shutters in the kitchen,raising the shutters in the kitchen now.
shutters,library,up,raise the shutters in the library,raising the shutters in the library now.
shutters,basement,up,raise the shutters in the basement,raising the shutters in the basement now.
shutters,cellar,up,raise the shutters in the cellar,raising the shutters in the cellar now.
shutters,bathroom,up,raise the shutters in the bathroom,raising the shutters in the bathroom now.
shutters,toilet,up,raise the shutters in the toilet,raising the shutters in the toilet now.
shutters,none,statusquery,don't do anything with the shutters,okay i won't make any changes to the shutters.
shutters,toilet,down,the sun is blinding me in the toilet,lowering the shutters in the toilet to reduce the sunlight.
shutters,none,down,turn down the window shutters,lowering the window shutters now.
shutters,none,up,open the window shutters in a minute for me please,i’ll open the window shutters in 1 minute.
shutters,basement,down,let the shutters down in the basement in an hour,i’ll lower the shutters in the basement in 1 hour.
shutters,kitchen,down,shut the shutters in the kitchen,the shutters in the kitchen are now closed.
shutters,none,down,shut the shutters in a minute,i’ll shut the shutters in 1 minute.
shutters,library,down,it is too light in the library,lowering the shutters in the library to reduce the brightness.
shutters,basement,down,let the shutters down in the basement when it is light outside,i’ll lower the shutters in the basement when it gets bright outside.
shutters,basement,down,open up the shutters in the library when it is light outside,i’ll open the shutters in the library when it becomes bright outside.
shutters,kitchen,down,it is too bright in the kitchen,lowering the shutters in the kitchen to reduce the brightness.
shutters,bathroom,down,shut down the shutters when it gets too hot in the bathroom,i’ll shut the shutters in the bathroom when the temperature gets too high.
shutters,basement,up,open up the shutters when it gets below 10 degrees fahrenheit,i’ll open the shutters when the temperature drops below 10°f.
shutters,kitchen,statusquery,don't do anything when it gets hot in the kitchen,okay i won’t make any changes to the kitchen shutters when it’s hot.
music,playback,play,play jazz music in the living room,jazz music is now playing in the living room.
music,playback,pause,pause the music,music paused.
music,playback,resume,resume the music,music resumed.
music,playback,stop,stop the music,music stopped.
music,playback,skip,skip to the next song,skipped to the next song.
music,playback,previous,play the previous song,playing the previous song.
music,playback,check,what song is currently playing?,"the current song is ""fly me to the moon"" by frank sinatra."
music,volume,adjustvolume,increase the volume by 10,volume increased by 10.
music,volume,adjustvolume,decrease the volume to 20,volume set to 20.
music,volume,mute,mute the music,music muted.
music,volume,unmute,unmute the music,music unmuted.
music,volume,check,what is the current volume level?,the current volume level is 30.
music,playlist,selectplaylist,play my workout playlist,workout playlist is now playing.
music,playlist,shuffle,shuffle my favorite playlist,favorite playlist is now playing in shuffle mode.
music,playlist,addsong,"add ""bohemian rhapsody"" to my evening playlist",bohemian rhapsody added to the evening playlist.
music,playlist,removesong,remove the current song from my playlist,current song removed from the playlist.
music,playlist,check,what playlists are available?,available playlists: workout evening chill party.
music,genre,play,play classical music in the bedroom,classical music is now playing in the bedroom.
music,genre,play,play some 80s rock music,80s rock music is now playing.
music,artist,play,play songs by the beatles,beatles songs are now playing.
music,song,play,"play ""sweet child o' mine"" by guns n' roses","playing ""sweet child o' mine"" by guns n' roses."
music,song,check,is this song by taylor swift?,this song is not by taylor swift; it's by adele.
music,device,switchdevice,switch music to the kitchen speaker,music switched to the kitchen speaker.
music,device,multiroom,play music in all rooms,music is now playing in all rooms.
music,device,check,which speaker is the music playing on?,music is playing on the living room speaker.
music,playback,repeat,repeat the current song,current song set to repeat.
music,playback,loop,loop my playlist,playlist set to loop.
music,schedule,play,play morning playlist tomorrow at 7 am,morning playlist scheduled for 7:00 am tomorrow.
music,schedule,stop,stop the music tonight at 10 pm,music will stop at 10:00 pm tonight.
music,power,turnoff,turn off the music system,music system turned off.
music,power,turnon,turn on the music system,music system turned on.
music,radio,play,play the local jazz radio station,local jazz radio station is now playing.
music,podcast,play,"play the latest episode of ""tech talk""","latest episode of ""tech talk"" is now playing."
music,source,switchsource,switch to bluetooth audio,switched to bluetooth audio.
music,source,check,what is the current audio source?,the current audio source is spotify.
music,equalizer,adjust,set the equalizer to bass boost,equalizer set to bass boost.
music,sleeptimer,set,set a sleep timer for 30 minutes,music will stop in 30 minutes.
music,queue,check,what’s next in the music queue?,"next in the queue is ""hotel california"" by eagles."
music,queue,clear,clear the music queue,music queue cleared.
music,queue,add,"add ""imagine"" to the queue",imagine added to the queue.
music,playbackspeed,resetspeed,reset playback speed to normal,playback speed reset to normal.
music,playbackspeed,check,what is the current playback speed?,the current playback speed is 1x.
music,ambient,play,play rainforest sounds in the study,rainforest sounds are now playing in the study.
music,ambient,play,play rain sounds in the livingroom,rain sounds are now playing in the livingroom.
music,ambient,play,play bird sounds in the study room,bird sounds are now playing in the study room.
music,ambient,play,play cat sounds in the study,cat sounds are now playing in the study.
music,ambient,stop,stop the ambient sounds,ambient sounds stopped.
music,ambient,check,are ambient sounds playing?,ambient sounds are not playing.
music,multisource,play,play spotify in the living room and radio in the kitchen,spotify playing in the living room radio in the kitchen.
music,multisource,sync,sync music across all speakers,music synced across all speakers.
music,multisource,check,what sources are playing in each room?,living room: spotify kitchen: radio bedroom: off.
music,voicecontrol,enable,enable voice control for the music system,voice control enabled for the music system.
music,voicecontrol,disable,disable voice control for the music system,voice control disabled.
music,voicecontrol,check,is voice control enabled for the music system?,voice control is enabled.
music,schedule,play,play chill playlist every evening at 6 pm,chill playlist scheduled for 6:00 pm daily.
music,schedule,cancel,cancel the scheduled music for tomorrow,music schedule for tomorrow canceled.
music,schedule,check,what music is scheduled for today?,schedule details retrieved.
music,playlist,create,"create a new playlist called ""dinner vibes""","playlist ""dinner vibes"" created."
music,playlist,delete,"delete the ""old hits"" playlist","playlist ""old hits"" deleted."
music,playlist,check,how many songs are in my workout playlist?,your workout playlist has 15 songs.
music,song,play,"play ""hallelujah"" by leonard cohen","playing ""hallelujah"" by leonard cohen."
music,artist,play,play music by billie eilish,playing music by billie eilish.
music,genre,play,play reggae music in the backyard,reggae music is now playing in the backyard.
music,volume,adjustvolume,set volume to 50 in the bedroom,bedroom volume set to 50.
music,device,switchdevice,move music to the patio speaker,music switched to the patio speaker.
music,status,check,is the music system connected to wi-fi?,the music system is connected to wi-fi.
music,radio,play,play bbc radio 1,bbc radio 1 is now playing.
music,podcast,skip,skip forward 30 seconds in the podcast,skipped forward 30 seconds in the podcast.
music,queue,check,how many songs are in the queue?,there are 5 songs in the queue.
music,equalizer,adjust,set equalizer to vocal mode,equalizer set to vocal mode.
music,sleeptimer,set,set a sleep timer for 15 minutes,music will stop in 15 minutes.
music,sleeptimer,check,is a sleep timer active?,a 15-minute sleep timer is active.
music,playback,restart,restart the current song,current song restarted.
music,playlist,reorder,"move ""sweet child o' mine"" to the top of the playlist",sweet child o' mine moved to the top of the playlist.
music,artist,check,who is the artist of the current song?,the artist of the current song is frank sinatra.
music,artist,check,who is the artist of the current song?,the artist of the current song is arjeet singh.
music,genre,play,play hip-hop music in the garage,hip-hop music is now playing in the garage.
music,device,volumesync,set all speakers to the same volume,all speakers set to the same volume.
camera,library,statusquery,was there movement in the library?,"yes, movement was detected in the library minute."
camera,outside,statusquery,was there movement in the outside?,"yes, movement was detected in the outside yesterday."
camera,all,on,turn on the camera for a day,turning on all camera for a day.
camera,cellar,statusquery,was there movement in the cellar?,"yes, movement was detected in the cellar day."
camera,kitchen,on,turn on the camera in the kitchen,turning on the kitchen camera minute.
camera,kitchen,on,turn on the camera in the kitchen,turning on the kitchen camera now.
camera,cellar,on,turn on the camera in the cellar,turning on the cellar camera minute.
camera,none,on,turn on the camera in the noon,turning on the camera in noon.
camera,dining room,statusquery,was there movement in the dining room?,"yes, movement was detected in the dining room hour."
camera,outside,on,turn on the camera in the outside,turning on the outside camera month.
camera,outside,on,turn on the camera in the outside,turning on the outside camera minute.
camera,basement,on,turn on the camera in the basement,turning on the basement camera day.
camera,backyard,on,turn on the camera in the backyard,turning on the backyard camera minute.
camera,cellar,statusquery,was there movement in the cellar?,"yes, movement was detected in the cellar month."
camera,living room,statusquery,was there movement in the living room?,"yes, movement was detected in the living room day."
camera,basement,on,turn on the camera in the basement,turning on the basement camera week.
camera,backyard,statusquery,was there movement in the backyard?,"yes, movement was detected in the backyard now."
camera,attic,on,turn on the camera in the attic,turning on the attic camera week.
camera,kitchen,statusquery,was there movement in the kitchen?,"yes, movement was detected in the kitchen minute."
camera,living room,statusquery,was there movement in the living room?,"yes, movement was detected in the living room today."
camera,cellar,on,turn on the camera in the cellar,turning on the cellar camera today.
camera,library,on,turn on the camera in the library,turning on the library camera today.
camera,bathroom,statusquery,was there movement in the bathroom?,"yes, movement was detected in the bathroom week."
camera,kitchen,statusquery,was there movement in the kitchen?,"yes, movement was detected in the kitchen month."
camera,outside,statusquery,was there movement in the outside?,"yes, movement was detected in the outside month."
camera,toilet,on,turn on the camera in the toilet,turning on the toilet camera day.
camera,basement,statusquery,was there movement in the basement?,"yes, movement was detected in the basement minute."
camera,basement,on,turn on the camera in the basement,turning on the basement camera yesterday.
camera,all,on,turn on all the camera tomorrow,turning on the all camera tomorrow.
camera,kitchen,on,turn on the camera in the kitchen,turning on the kitchen camera hour.
camera,toilet,on,turn on the camera in the toilet,turning on the toilet camera week.
camera,outside,on,turn on the camera in the outside,turning on the outside camera tomorrow.
camera,kitchen,statusquery,was there movement in the kitchen?,"yes, movement was detected in the kitchen tomorrow."
camera,basement,on,turn on the camera in the basement,turning on the basement camera minute.
camera,backyard,on,turn on the camera in the backyard,turning on the backyard camera day.
camera,living room,statusquery,was there movement in the living room?,"yes, movement was detected in the living room day."
camera,basement,on,turn on the camera in the basement,turning on the basement camera minute.
shutters,toilet,down,lower the shutters in the toilet,lowering the shutters in the toilet day.
shutters,none,statusquery,"don't touch the shutters in the noon.""okay"," i won’t touch the shutters at noon."""
shutters,toilet,statusquery,"don't touch the shutters in the toilet.""okay"," i won’t touch the toilet shutters day."""
shutters,toilet,statusquery,"don't touch the shutters in the toilet.""okay"," i won’t touch the toilet shutters yesterday."""
shutters,basement,down,lower the shutters in the basement,lowering the shutters in the basement hour.
shutters,library,up,raise the shutters in the library,raising the shutters in the library today.
shutters,bathroom,statusquery,"don't touch the shutters in the bathroom.""okay"," i won’t touch the bathroom shutters minute."""
shutters,kitchen,statusquery,"don't touch the shutters in the kitchen.""okay"," i won’t touch the kitchen shutters hour."""
shutters,library,up,raise the shutters in the library,raising the shutters in the library minute.
shutters,cellar,statusquery,"don't touch the shutters in the cellar.""okay"," i won’t touch the cellar shutters tomorrow."""
shutters,living room,down,lower the shutters in the living room,lowering the shutters in the living room now.
camera,all,on,power up all cameras,all cameras powered up
camera,all,on,switch on the camera system,camera system switched on
camera,all,on,enable surveillance cameras,surveillance cameras enabled
camera,all,on,start the camera network,camera network started
camera,all,on,activate every camera,every camera activated
camera,all,on,turn on the entire camera system,entire camera system turned on
camera,all,on,switch on every camera,every camera switched on
camera,all,on,power all cameras on,all cameras turned on
camera,all,on,enable camera feeds,camera feeds enabled
camera,all,on,wake up all cameras,all cameras are now active.
camera,all,on,begin camera monitoring,camera monitoring started
camera,all,on,launch all cameras,all cameras launched
camera,attic,statusquery,check the status of the attic camera now,attic camera status retrieved
camera,attic,statusquery,is the attic camera working?,attic camera is functioning properly
camera,attic,statusquery,get the current attic camera status,current attic camera status shown
camera,attic,statusquery,has the attic camera been triggered?,no recent triggers on attic camera
camera,attic,statusquery,show me the attic camera feed,attic camera feed retrieved
camera,attic,statusquery,is the attic camera recording?,attic camera is recording normally
camera,attic,statusquery,retrieve the attic camera logs,attic camera logs retrieved
camera,attic,statusquery,what’s the attic camera condition?,attic camera condition is normal
camera,attic,statusquery,is there any alert from the attic camera?,no alerts from attic camera
camera,attic,statusquery,provide the attic camera status report,attic camera report generated
camera,attic,statusquery,has the attic camera been offline recently?,attic camera has been online
camera,attic,statusquery,are attic camera sensors active?,sensors on attic camera are active
camera,attic,statusquery,display attic camera recent footage,recent attic camera footage retrieved
camera,attic,statusquery,has the attic camera detected any motion?,no motion detected by attic camera
camera,attic,statusquery,confirm attic camera is online,attic camera confirmed online
camera,attic,statusquery,show the attic surveillance status,attic surveillance status shown
camera,attic,statusquery,give me attic camera details,attic camera details provided
camera,attic,statusquery,is the attic camera feed live?,attic camera feed is live
camera,attic,statusquery,has the attic camera recorded anything today?,no recordings for today on attic camera
camera,attic,statusquery,is the attic camera signal strong?,attic camera signal is strong
camera,attic,on,power up the attic camera,attic camera powered up
camera,attic,on,initiate attic camera,attic camera initiated
camera,attic,on,resume attic camera,attic camera resumed
camera,attic,on,boot attic camera,attic camera booted
camera,attic,on,wake up attic camera,attic camera is now active
camera,attic,on,reactivate attic camera,attic camera reactivated
camera,attic,on,begin attic surveillance camera,attic surveillance camera online
camera,attic,on,enable recording on attic camera,recording started on attic camera
camera,attic,on,turn the attic camera back on,attic camera is back on
camera,attic,on,start live feed on attic camera,live feed from attic camera started
camera,backyard,statusquery,is the backyard camera working?,backyard camera is functioning properly
camera,backyard,statusquery,get the current backyard camera status,current backyard camera status shown
camera,backyard,statusquery,show backyard camera feed,backyard feed shown
camera,backyard,statusquery,has the backyard camera detected anything?,motion detected by backyard camera
camera,backyard,statusquery,check if backyard camera was triggered,camera was triggered recently
camera,backyard,statusquery,review backyard camera logs,logs retrieved from backyard camera
camera,backyard,statusquery,show recent backyard camera footage,recent footage retrieved
camera,backyard,statusquery,is backyard camera online?,backyard camera is online
camera,backyard,statusquery,any recent activity on backyard camera?,yes recent activity detected.
camera,backyard,on,start recording on backyard camera,backyard camera recording started
camera,backyard,on,can you enable the backyard camera?,backyard camera has been enabled
camera,backyard,on,i want the backyard camera on,turning on the backyard camera now
camera,backyard,on,power up backyard camera,backyard camera powered up
camera,backyard,on,backyard camera on please,backyard camera is now on
camera,backyard,on,enable backyard surveillance camera,surveillance camera enabled
camera,backyard,on,initiate backyard camera,backyard camera initiated
camera,backyard,on,turn the backyard camera system on,camera system activated
camera,backyard,on,please switch on the backyard camera,backyard camera switched on
camera,backyard,on,start the backyard monitoring camera,monitoring started
camera,basement,statusquery,is the basement camera working?,basement camera is online and functioning
camera,basement,statusquery,check for activity in basement camera,activity logs accessed
camera,basement,statusquery,review basement footage,basement footage reviewed
camera,basement,statusquery,show me the basement camera,basement camera shown
camera,basement,statusquery,check for motion in basement,basement motion check completed
camera,basement,statusquery,can you display the basement camera?,sure here is the basement camera view
camera,basement,statusquery,did the basement camera detect motion?,yes it detected some motion
camera,basement,statusquery,open basement camera view,basement camera view opened
camera,basement,statusquery,is there any activity in the basement?,yes activity was noticed
camera,basement,on,can you turn on the basement camera?,basement camera is now on
camera,basement,on,enable the camera in the basement,camera in the basement is enabled
camera,basement,on,i want the basement camera turned on,basement camera is now on.
camera,basement,on,power up the basement camera,basement camera powered up
camera,basement,on,start surveillance in the basement,basement surveillance started
camera,basement,on,switch the basement camera on,basement camera switched on
camera,basement,on,begin basement camera operation,basement camera operation started
camera,basement,on,activate basement camera system,system activated in basement
camera,basement,on,start the monitoring camera in basement,basement monitoring initiated
camera,bathroom,statusquery,open bathroom camera view,bathroom camera view opened
camera,bathroom,statusquery,can you show the bathroom camera?,displaying bathroom camera
camera,bathroom,statusquery,did the bathroom camera detect motion?,yes motion was detected
camera,bathroom,statusquery,review bathroom camera footage,footage reviewed
camera,bathroom,statusquery,check for activity on the bathroom camera,bathroom camera activity retrieved.
camera,bathroom,statusquery,what's visible on the bathroom camera?,bathroom view retrieved
camera,bathroom,statusquery,can i see the bathroom camera feed?,bathroom feed shown
camera,bathroom,statusquery,inspect bathroom camera,bathroom camera inspected
camera,bathroom,statusquery,any movement in the bathroom last night?,yes movement detected last night
camera,bathroom,statusquery,view camera in bathroom,bathroom camera now visible
camera,bathroom,statusquery,check bathroom camera logs,logs reviewed for bathroom.
camera,bathroom,on,turn on the bathroom camera,turning on the bathroom camera
camera,bathroom,on,start recording in the bathroom,bathroom recording started.
camera,bathroom,on,activate surveillance in the bathroom,bathroom surveillance active
camera,bathroom,on,turn on bathroom surveillance system,bathroom system powered on
camera,bathroom,on,enable monitoring in bathroom,bathroom monitoring enabled
camera,bathroom,on,start the bathroom monitoring system,system started
camera,bathroom,on,can you power on the bathroom camera?,bathroom camera is now on
camera,bathroom,on,switch on the camera in bathroom,camera switched on
camera,bathroom,on,enable the camera in bathroom,camera enabled in bathroom
camera,bathroom,on,i want the bathroom camera turned on,camera turning on
camera,cellar,statusquery,was there motion in the cellar yesterday?,yes there was motion detected yesterday
camera,cellar,statusquery,check for activity in the cellar,cellar activity status checked
camera,cellar,statusquery,can you display the cellar camera?,displaying cellar camera
camera,cellar,statusquery,review cellar camera footage,footage reviewed
camera,cellar,statusquery,is the cellar camera active?,yes cellar camera is active
camera,cellar,statusquery,show me the cellar camera status,cellar camera status shown
camera,cellar,statusquery,check the cellar camera logs,logs retrieved from cellar camera
camera,cellar,statusquery,display the live feed from the cellar,live feed retrieved
camera,cellar,statusquery,was any movement recorded in the cellar?,yes movement was recorded
camera,cellar,statusquery,look at the cellar camera footage,footage retrieved
camera,cellar,statusquery,inspect cellar camera status,status inspection completed
camera,cellar,on,please turn on the cellar camera,cellar camera is now on
camera,cellar,on,initiate cellar camera system,system started
camera,cellar,on,i want to enable the cellar camera,enabling cellar camera
camera,cellar,on,start monitoring the cellar,cellar monitoring started
camera,cellar,on,power up the cellar camera,camera powered up
camera,cellar,on,begin cellar surveillance,surveillance initiated
camera,cellar,on,switch the cellar camera on,cellar camera switched on
camera,cellar,on,enable recording in the cellar,recording started
camera,cellar,on,start the cellar camera now,cellar camera started now
camera,cellar,on,activate recording on the cellar camera,recording activated
camera,cellar,on,can you turn on the cellar monitoring?,cellar monitoring turned on
camera,dining room,statusquery,was there motion in the dining room?,yes motion detected in the dining room
camera,dining room,statusquery,review dining room camera footage,footage reviewed
camera,dining room,statusquery,inspect dining room camera status,status inspected
camera,dining room,statusquery,show dining room live feed,live feed shown
camera,dining room,statusquery,display dining room camera,displaying dining room camera
camera,dining room,statusquery,access dining room footage,footage accessed
camera,dining room,statusquery,open dining room camera,camera opened
camera,dining room,statusquery,display feed from dining room,feed retrieved
camera,dining room,statusquery,was there activity in the dining room?,yes activity detected
camera,kitchen,statusquery,was there motion in the kitchen?,yes motion detected
camera,kitchen,statusquery,check for activity in the kitchen,kitchen activity reviewed
camera,kitchen,statusquery,display kitchen feed,feed retrieved
camera,kitchen,statusquery,access kitchen camera,camera accessed
camera,kitchen,statusquery,inspect kitchen camera,inspection completed
camera,kitchen,statusquery,open kitchen camera,camera opened
camera,kitchen,statusquery,live feed from kitchen,live view active
camera,kitchen,statusquery,was anything unusual in the kitchen?,yes an alert was recorded
camera,kitchen,statusquery,review kitchen footage,footage reviewed
camera,kitchen,statusquery,kitchen surveillance check,surveillance reviewed
camera,kitchen,statusquery,retrieve kitchen camera logs,logs retrieved
camera,kitchen,statusquery,watch kitchen camera,camera in view
camera,kitchen,statusquery,kitchen activity detection,motion alert checked
camera,kitchen,on,turn on the kitchen monitoring,kitchen monitoring turned on
camera,kitchen,on,enable kitchen surveillance system,surveillance enabled
camera,kitchen,on,power up the kitchen camera,camera powered up
camera,kitchen,on,please start the kitchen camera,kitchen camera started
camera,kitchen,on,begin recording in kitchen,recording started
camera,kitchen,on,turn kitchen monitoring on,monitoring enabled
camera,kitchen,on,activate kitchen surveillance,kitchen surveillance activated
camera,kitchen,on,i want the kitchen camera on,turning on kitchen camera
camera,kitchen,on,enable video in kitchen camera,kitchen camera video enabled.
camera,kitchen,on,start kitchen camera now,camera activated
camera,kitchen,on,switch on video in kitchen,video system powered
camera,kitchen,on,can you activate the kitchen cam?,kitchen cam activated
camera,library,statusquery,inspect library camera,library camera inspected
camera,library,statusquery,observe library camera feed,library feed observed
camera,library,statusquery,review library camera status,library status reviewed
camera,library,statusquery,get library camera details,library camera details obtained
camera,library,statusquery,examine library camera,library camera examined
camera,library,statusquery,verify library camera feed,library feed verified
camera,library,statusquery,assess library camera activity,library activity assessed
camera,library,statusquery,was there movement in the library yesterday?,motion detected in the library yesterday. 
camera,library,statusquery,check library camera from june 1 2025 to june 2 2025,library footage reviewed for june 1-2 2025. 
camera,library,statusquery,show library camera activity for today,library activity shown for today. 
camera,library,on,initiate library camera system,library camera system initiated
camera,library,on,power up library camera,library camera powered up
camera,library,on,begin library camera recording,library recording began
camera,library,on,turn on library monitoring,library monitoring turned on
camera,library,on,activate library security camera,library security camera activated
camera,library,on,enable library camera feed,library camera feed enabled
camera,library,on,switch on library surveillance,library surveillance switched on
camera,library,on,turn on library camera for 2 hours,library camera active for 2 hours. 
camera,library,on,activate library camera until 8 pm,library camera activated until 8 pm. 
camera,library,on,start library camera for 90 minutes,library camera started for 90 minutes. 
camera,living room,statusquery,inspect living room camera,living room camera inspected
camera,living room,statusquery,observe living room camera feed,living room feed observed
camera,living room,statusquery,review living room camera status,living room status reviewed
camera,living room,statusquery,get living room camera details,living room camera details obtained
camera,living room,statusquery,examine living room camera,living room camera examined
camera,living room,statusquery,verify living room camera feed,living room feed verified
camera,living room,statusquery,assess living room camera activity,living room activity assessed
camera,living room,statusquery,analyze living room camera,living room camera analyzed
camera,living room,statusquery,monitor living room feed,living room feed monitored
camera,living room,statusquery,inspect living room surveillance,living room surveillance inspected
camera,living room,statusquery,was there motion in the living room last night?,motion detected in the living room last night. 
camera,living room,statusquery,check living room camera from june 3 2025 to june 4 2025,living room footage reviewed for june 3-4 2025. 
camera,living room,statusquery,show living room camera activity for today,living room activity retrieved for today. 
camera,living room,statusquery,review living room camera for yesterday,living room footage reviewed for yesterday.
camera,living room,on,initiate living room camera system,living room camera system initiated
camera,living room,on,power up living room camera,living room camera powered up
camera,living room,on,begin living room camera recording,living room recording began
camera,living room,on,turn on living room monitoring,living room monitoring turned on
camera,living room,on,activate living room security camera,living room security camera activated
camera,living room,on,enable living room camera feed,living room camera feed enabled
camera,living room,on,switch on living room surveillance,living room surveillance switched on
camera,living room,on,start living room camera,living room camera started
camera,living room,on,turn on living room camera for 1 hour,living room camera active for 1 hour. 
camera,living room,on,activate living room camera until 10 pm,living room camera activated until 10 pm. 
camera,none,statusquery,inspect camera system,camera system inspected
camera,none,statusquery,observe all camera feeds,all feeds observed
camera,none,statusquery,review camera system status,camera system status reviewed
camera,none,statusquery,get camera system details,camera system details obtained
camera,none,statusquery,examine camera system,camera system examined
camera,none,statusquery,verify camera system feed,camera system feed verified
camera,none,statusquery,assess camera system activity,camera system activity assessed
camera,none,statusquery,analyze camera system,camera system analyzed
camera,none,statusquery,monitor all camera feeds,all camera feeds monitored
camera,none,statusquery,inspect entire camera system,entire camera system inspected
camera,none,statusquery,evaluate camera system status,camera system status evaluated
camera,none,statusquery,review all camera activity,all camera activity reviewed
camera,none,statusquery,check system camera operations,camera operations checked
camera,none,statusquery,observe camera system performance,camera system performance observed
camera,none,statusquery,check camera activity for yesterday,camera activity checked for yesterday.
camera,none,on,restart camera system after 30 minutes,camera system will restart in 30 minutes
camera,none,on,turn on all cameras at 7 pm,all cameras will turn on at 7 pm
camera,none,on,activate all cameras after 90 minutes,all cameras will be activated after 90 minutes
camera,none,on,initiate camera system in an hour,camera system will be initiated in an hour
camera,none,on,reactivate all cameras tomorrow,all cameras will be reactivated tomorrow
camera,none,on,resume all cameras next week,all cameras will resume next week
camera,none,on,switch on the full camera system,full camera system switched on
camera,none,on,enable cameras throughout the house,all home cameras enabled
camera,none,on,start monitoring across all cameras,monitoring started on all cameras
camera,none,on,activate surveillance for all areas,surveillance activated across all zones
camera,none,on,power on security system,security system powered on
camera,none,on,begin all camera feeds,all camera feeds started
camera,none,on,reactivate camera network,camera network reactivated
camera,outside,statusquery,check motion near the driveway from yesterday,motion status near driveway retrieved for yesterday
camera,outside,statusquery,was there any motion near the front gate today?,yes motion detected near the front gate today
camera,outside,statusquery,display feed from outside camera,outside camera feed retrieved
camera,outside,statusquery,monitor backyard camera,backyard camera being monitored
camera,outside,statusquery,show driveway camera footage,driveway footage retrieved
camera,outside,statusquery,view front gate camera,front gate camera view activated
camera,outside,statusquery,watch live from outside camera,live stream from outside camera started
camera,outside,statusquery,check perimeter surveillance,perimeter surveillance status retrieved
camera,outside,statusquery,look for any unusual activity outside,no unusual activity outside
