Model,Category,Subcategory,Action,Sentence,Expected,Generated,ROUGE-L (%),Cosine Similarity (%),Edit Distance Similarity (%),Latency (sec),First-Token Latency (sec),Generation Time (sec),Throughput (tokens/sec),Memory Before (GiB),Memory After (GiB),Model Size (GiB),Intent Accuracy (%)
Llama-3.2-1B-Merged,camera,kitchen,on,launch system today,system launched today,system launched today.,100.0,100.0,95.45454545454545,0.00026711300597526133,0.047451328980969265,0.3017373379843775,43.08382942210843,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,schedule,stop,stop the music tonight at 10 pm,music will stop at 10:00 pm tonight.,playback will stop at 10:00 pm tonight,87.5,100.0,78.94736842105263,0.0002688429958652705,0.04752039699815214,0.6528529589995742,39.825200516579045,2.480150016,2.481160704,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,delete,delete playlist in 2 hours,playlist will be deleted in 2 hours.,playlist will be deleted in 2 hours,100.0,100.0,97.22222222222221,0.0002676470030564815,0.04747105302521959,0.5522194379882421,39.83923506957107,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,library,up,lift library shutters,library shutters lifted,library shutters lifted.,100.0,100.0,95.83333333333334,0.00026099401293322444,0.04747170300106518,0.3018313930078875,49.69661985957841,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,ambient,play,play calm ambient music this evening,calm ambient music playing this evening.,calm ambient music playing this evening,100.0,100.0,97.5,0.0002671089896466583,0.04749033402185887,0.4021280719898641,49.735398727657376,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,none,statusquery,evaluate camera system status,camera system status evaluated,system status evaluated.,85.71428571428571,100.0,73.33333333333334,0.00026321900077164173,0.047473340993747115,0.25181316200178117,55.59677615223692,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,none,statusquery,check camera system status,camera system status retrieved,camera system status retrieved.,100.0,100.0,96.7741935483871,0.00026554299984127283,0.047514344012597576,0.25179736100835726,59.57171250695572,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,genre,play,play alternative music this monday,alternative music playing this monday.,alternative music playing this monday,100.0,100.0,97.36842105263158,0.00026505099958740175,0.04753932502353564,0.4024328450032044,44.72795951795801,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,statusquery,"keep toilet shutters as is ""this evening, 7 pm""",toilet shutters will remain unchanged this evening.,toilet shutters will remain unchanged this evening,100.0,100.0,98.0392156862745,0.00028176800697110593,0.0477079109987244,0.6106460709997918,47.49068466537286,2.480150016,2.481324544,2.488907441,100.0
Llama-3.2-1B-Merged,lights,basement,off,"switch off basement lights next wednesday, june 11",basement lights will be turned off next wednesday.,basement lights will be turned off next wednesday,100.0,100.0,98.0,0.00028267400921322405,0.0477166989876423,0.9600215539976489,30.207655108617512,2.480150016,2.481291776,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,addsong,"insert ""hey jude"" into the evening playlist at 6 pm",hey jude will be added to evening playlist at 6 pm.,"""hey jude"" will be added to evening playlist at 6 pm",100.0,100.0,94.23076923076923,0.00029142398852854967,0.04777632199693471,0.9116166880121455,40.587234181376736,2.480150016,2.481357312,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,bathroom,up,bring up bathroom shutters,bathroom shutters brought up,bathroom shutters brought up,100.0,100.0,100.0,0.00026608601910993457,0.047489798977039754,0.4020096889871638,44.77504023684051,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,previous,go to previous song in 20 minutes,previous track will play in 20 minutes.,previous track will be played in 20 minutes,93.33333333333333,79.65294,86.04651162790698,0.0002686919760890305,0.04747412199503742,0.5524569709959906,45.25239305955185,2.480150016,2.481160704,2.488907441,0.0
Llama-3.2-1B-Merged,music,playback,resume,resume playback after 5 minutes,playback will resume after 5 minutes.,playback will resume after 5 minutes,100.0,100.0,97.2972972972973,0.00026534500648267567,0.04748773400206119,0.5021647969842888,41.81894096542379,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,dining room,statusquery,inspect dining room camera at 7 pm,dining room feed will be inspected at 7 pm.,dining room feed will be inspected at 7 pm,100.0,100.0,97.67441860465115,0.00027342900284565985,0.047490455996012315,0.6023621039930731,43.16340591090536,2.480150016,2.481160704,2.488907441,100.0
Llama-3.2-1B-Merged,music,song,play,start song at 8 pm,song will start at 8 pm.,song will start at 8 pm,100.0,100.0,95.83333333333334,0.0002645560016389936,0.04748996201669797,0.5021339889790397,41.821506731098005,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,radio,play,play radio,radio playing,radio playing.,100.0,100.0,92.85714285714286,0.0002564069873187691,0.047431521001271904,0.20173629402415827,54.52662870213493,2.480150016,2.480963584,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,check,confirm voice control in 30 minutes,voice control status will be retrieved in 30 minutes.,voice control status will be retrieved in 30 minutes,100.0,100.0,98.11320754716981,0.0002678569871932268,0.04749692097539082,0.6023895589751191,41.50138332831328,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,lights,basement,on,turn on all basement lights,all basement lights on,all basement lights on.,100.0,100.0,95.65217391304348,0.00026538202655501664,0.04747201799182221,0.35205678900820203,45.44721334610377,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,statusquery,analyze feed yesterday,feed analyzed for yesterday,feed analyzed for yesterday.,100.0,100.0,96.42857142857143,0.0002629120135679841,0.04744962998665869,0.3020345509867184,46.35231285382192,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,enable,enable voice control for audio system,audio system voice control enabled,voice control enabled.,74.99999999999999,100.0,58.82352941176471,0.00037280001561157405,0.04748087501502596,0.35212603499530815,45.4382760996732,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,lights,none,off,turn off all house lights,all house lights turned off,all house lights turned off.,100.0,100.0,96.42857142857143,0.0002620150044094771,0.047483121015829965,0.5020425739930943,33.86167006671797,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,lights,dining room,statusquery,display dining room lights status,lights status retrieved,lights status retrieved.,100.0,100.0,95.83333333333334,0.00026679300935938954,0.047527923015877604,0.3020003359997645,49.66881891155147,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,repeat,enable repeat in 25 minutes,repeat playback will be enabled in 25 minutes.,repeat playback will be enabled in 25 minutes,100.0,100.0,97.82608695652173,0.0002656739961821586,0.04747604098520242,0.6522476709797047,35.26267861631915,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,enable,start voice control for music today,voice control started today,voice control started today,100.0,100.0,100.0,0.00027078099083155394,0.04746803501620889,0.3521398559969384,51.11605429905241,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,lights,living room,off,turn off living room lighting,living room lighting turned off,living room lighting turned off.,100.0,100.0,96.875,0.0002629689988680184,0.04749540297780186,0.4520240459823981,37.608618725256896,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,lights,kitchen,on,illuminate the kitchen today,turning on the kitchen lights today.,turning on the kitchen lights today,100.0,100.0,97.22222222222221,0.0002705149818211794,0.04747524001868442,0.5020493440097198,39.836721706009826,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,volume,check,inspect volume for today,volume inspected for today.,volume inspected for today,100.0,100.0,96.2962962962963,0.0002618919825181365,0.04746635598712601,0.35181681500398554,45.47821285863993,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,none,statusquery,observe all camera feeds,all feeds observed,all feeds observed.,100.0,100.0,94.73684210526316,0.00026585301384329796,0.047502608998911455,0.25183789202128537,55.591316650699724,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,backyard,on,launch camera at 8 am,camera will be launched at 8 am,camera will be launched at 8 am.,100.0,100.0,96.875,0.000263016001554206,0.04746890798560344,0.5521832079975866,38.03085587508808,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,library,statusquery,view library camera,library camera view active,library camera view active.,100.0,100.0,96.2962962962963,0.00037073600105941296,0.047495751990936697,0.3017737700138241,46.392368691813964,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,repeat,repeat current playlist,playlist repeat enabled.,playlist repeat on,66.66666666666666,100.0,70.83333333333333,0.0002564690075814724,0.047431906015845016,0.3017088600026909,46.402349602445,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,stop,stop music immediately,music stopped immediately.,music stopped immediately,100.0,100.0,96.15384615384616,0.0002611179952509701,0.04746284199063666,0.30175288699683733,46.39557930773578,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,skip,advance to the next song now,playback skipped to next song.,playback skipped to next track,80.00000000000001,100.0,83.33333333333334,0.0002671739785000682,0.04754056202364154,0.352114694978809,53.959690609173414,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,disable,stop voice control,voice control stopped,voice control stopped.,100.0,100.0,95.45454545454545,0.00025965599343180656,0.04750795001746155,0.2518945340125356,51.60890072887827,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,living room,statusquery,display living room camera,living room camera retrieved,living room camera retrieved.,100.0,100.0,96.55172413793103,0.00026365500525571406,0.047474761988269165,0.30185531100141816,49.69268206756689,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,living room,on,enable all living room lights,all living room lights enabled,all living room lights enabled.,100.0,100.0,96.7741935483871,0.0002734099980443716,0.047502392990281805,0.3520214529999066,48.29251130897556,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,lights,library,off,turn off library lights,library lights turned off,library lights turned off.,100.0,100.0,96.15384615384616,0.0002642290201038122,0.04747425302048214,0.4018321420007851,37.329019837269996,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,addsong,append song for tomorrow,song appended for tomorrow. ,song appended for tomorrow,100.0,100.0,92.85714285714286,0.00026126200100407004,0.04746125501696952,0.3518293689994607,45.47659010247244,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,dining room,statusquery,inspect camera now,camera inspected now.,camera inspected now.,100.0,100.0,100.0,0.00026067299768328667,0.04743522699573077,0.30173144000582397,43.08467158659063,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,attic,on,begin attic camera feed,feed begun,feed begun.,100.0,100.0,90.9090909090909,0.00026094401255249977,0.0474777509807609,0.20180873101344332,64.41743097395532,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,schedule,cancel,remove music schedule,schedule removed,schedule canceled.,50.0,100.0,61.111111111111114,0.00026054601767100394,0.04746931200497784,0.20171067101182416,59.491151062090154,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,cellar,on,light up all cellar,all cellar lit up,all cellar lit up.,100.0,100.0,94.44444444444444,0.0002570279757492244,0.047457727981964126,0.30210997597896494,49.650793395331,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,shuffle,scramble playlist immediately,playlist scrambled immediately,playlist scrambled immediately.,100.0,100.0,96.7741935483871,0.00026463798712939024,0.04744791198754683,0.30176953799673356,43.07923220580573,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,basement,down,close basement now,shutters closed now,basement closed now.,66.66666666666666,100.0,60.0,0.00025825799093581736,0.04750244301976636,0.3518584409903269,36.94667651971262,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,living room,off,turn off living room lights,living room lights turned off,living room lights turned off.,100.0,100.0,96.66666666666667,0.00026441298541612923,0.0474801319942344,0.35204616401460953,48.289121534909036,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,down,shut drapes after 20 minutes,drapes will be shut after 20 minutes.,drapes will be shut after 20 minutes,100.0,100.0,97.2972972972973,0.000267202005488798,0.047495005012024194,0.6023714019975159,39.842528912252334,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,up,open kitchen shutters,kitchen shutters opened,kitchen shutters opened.,100.0,100.0,95.83333333333334,0.00026507300208322704,0.04747935099294409,0.4018867569975555,37.32394695476676,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,cellar,up,raise the shutters in the cellar,raising the shutters in the cellar now.,raising the shutters in the cellar now,100.0,100.0,97.43589743589743,0.00027252399013377726,0.0475015839911066,0.5523591510136612,41.63957446489586,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,camera,dining room,statusquery,review feed immediately,feed reviewed immediately,feed reviewed immediately.,100.0,100.0,96.15384615384616,0.00026325497310608625,0.04744822400971316,0.25172582900268026,51.64348867776132,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,multisource,sync,align music sources at 6 pm,sources will be synchronized at 6 pm.,sources will be synchronized at 6 pm,100.0,100.0,97.2972972972973,0.0002665890206117183,0.0474934889934957,0.5522984109993558,41.644153852231206,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,restart,replay song from start in 15 minutes,current song will restart in 15 minutes.,song will be replayed from the beginning in 15 minutes,58.823529411764696,100.0,37.03703703703704,0.00027262300136499107,0.04752473201369867,0.7025469630025327,39.85498688989288,2.480150016,2.481160704,2.488907441,100.0
Llama-3.2-1B-Merged,lights,attic,on,light up attic,attic light turning on.,attic lit up.,28.571428571428577,100.0,52.17391304347826,0.00026238500140607357,0.04769686399959028,0.2517397140036337,51.64064022020917,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,random,off,power off random lighting,random lighting powered off,random lighting powered off.,100.0,100.0,96.42857142857143,0.00026871898444369435,0.04751001499244012,0.40187610700377263,37.32493606508233,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,enable,initiate music voice control,voice control initiated,voice control initiated.,100.0,100.0,95.83333333333334,0.00026683101896196604,0.047461945010581985,0.30187125800875947,46.377386480410664,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,skip,skip to following track,track skipped,playback skipped to next track,28.571428571428577,100.0,36.66666666666667,0.00026047800201922655,0.04746475099818781,0.35179914699983783,48.32302791230997,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,ambient,check,"inspect ambient music settings ""next tuesday, june 10""",ambient music status will be retrieved next tuesday.,ambient music status will be retrieved next tuesday,100.0,100.0,98.07692307692307,0.00029384801746346056,0.047734206018503755,0.5594417840184178,53.624882618729,2.480150016,2.481324544,2.488907441,100.0
Llama-3.2-1B-Merged,music,none,off,end all music in 15 minutes,all music will be turned off in 15 minutes.,all music will be turned off in 15 minutes,100.0,100.0,97.67441860465115,0.00026832701405510306,0.047496649000095204,0.6023659170023166,41.503012196328925,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,on,enable monitoring in bathroom,bathroom monitoring enabled,bathroom monitoring enabled.,100.0,100.0,96.42857142857143,0.0002641809987835586,0.047466373012866825,0.2518260030192323,55.593941182201114,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,bathroom,on,turn on the light in the bathroom,turning on the bathroom lights now.,turning on the bathroom light,90.9090909090909,100.0,82.85714285714285,0.00027216700254939497,0.04752998100593686,0.4022289080021437,49.722930406318305,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,down,drop window shades at 6 pm,window shades will be dropped at 6 pm.,window shades will be dropped at 6 pm,100.0,100.0,97.36842105263158,0.00026809601695276797,0.047494467988144606,0.6023280440131202,39.8453969370173,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,library,up,lift shades tonight,shades lifted tonight.,shades lifted tonight,100.0,100.0,95.45454545454545,0.00026015800540335476,0.04744115800713189,0.3517292059841566,39.80334803539352,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,outside,statusquery,verify outside cameras at 6 pm,outside camera feeds will be retrieved at 6 pm.,outside camera feeds will be retrieved at 6 pm,100.0,100.0,97.87234042553192,0.0002698609896469861,0.04755799300619401,0.6026201310160104,41.48550423937928,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,none,statusquery,review all shades at 8 pm,all shades will be reviewed at 8 pm.,all shades will be reviewed at 8 pm,100.0,100.0,97.22222222222221,0.00027389900060370564,0.047534928016830236,0.5527364400040824,43.42033248219123,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,camera,dining room,statusquery,inspect dining room camera performance,dining room performance inspected,performance inspected.,66.66666666666666,100.0,60.60606060606061,0.00026547201559878886,0.04749491499387659,0.2519411270041019,55.568537644003094,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,resume,continue playing music,music continued.,music continued,100.0,100.0,93.75,0.0002652000111993402,0.04745856099179946,0.20177856099326164,64.42706269688449,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,artist,play,play artist's music from 7 pm to 9 pm,artist's music playing during 7 pm to 9 pm.,artist's music playing during 7 pm to 9 pm,100.0,100.0,97.67441860465115,0.00028207802097313106,0.04764395300298929,0.710563047992764,45.03470886981147,2.480150016,2.481291776,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,statusquery,inspect shutters now,shutters inspected now,shutters inspected now.,100.0,100.0,95.65217391304348,0.0002621989988256246,0.047464464005315676,0.3518274689849932,42.63453346401389,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,living room,on,turn living room camera on,living room camera on,living room camera on.,100.0,100.0,95.45454545454545,0.0002644779742695391,0.04750124001293443,0.3519329210103024,45.463209165168216,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,cellar,down,lower blinds now,blinds lowered now,blinds lowered now.,100.0,100.0,94.73684210526316,0.00026292100665159523,0.04744741800823249,0.30173461898812093,43.08421765986289,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,power,turnoff,turn off audio system,audio system turned off,audio system turned off.,100.0,100.0,95.83333333333334,0.0002624710032250732,0.04748280899366364,0.3018247110012453,49.69772007812214,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,previous,play the previous song,previous song playing.,previous song playing,100.0,100.0,95.45454545454545,0.00026525300927460194,0.04752871298114769,0.3018541009805631,49.692881267052506,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,none,statusquery,monitor all lights tomorrow morning,all lights will be monitored tomorrow morning,all lights will be monitored tomorrow morning.,100.0,100.0,97.82608695652173,0.0002672049740795046,0.047498050989815965,0.45219055100460537,42.01768470789318,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,stop,turn off music,music turned off.,music system turned off,85.71428571428571,100.0,65.21739130434783,0.0003717710205819458,0.04744875698816031,0.30172879502060823,49.713518389835784,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,basement,statusquery,view basement camera,basement camera view active,basement camera view active.,100.0,100.0,96.42857142857143,0.00026097201043739915,0.047448962985072285,0.30171656000311486,46.40116538467583,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,power,turnon,turn on music power in 10 minutes,power will be turned on in 10 minutes.,power will be turned on in 10 minutes,100.0,100.0,97.36842105263158,0.00027378799859434366,0.04747666997718625,0.9026709890167695,27.695583777685314,2.480150016,2.481160704,2.488907441,100.0
Llama-3.2-1B-Merged,music,playbackspeed,resetspeed,normalize speed after 10 minutes,speed will normalize after 10 minutes. ,speed will normalize after 10 minutes,100.0,100.0,94.87179487179486,0.00027457901160232723,0.04746904500643723,0.5522218139958568,39.83906365597694,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,cellar,statusquery,"keep cellar shutters as is ""tomorrow, june 7""",cellar shutters will remain unchanged tomorrow.,cellar shutters will remain unchanged tomorrow,100.0,100.0,97.87234042553192,0.00028344898601062596,0.04772386699914932,0.7611131640151143,38.10208701031495,2.480150016,2.481357312,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,pause,pause music in 25 minutes,playback will be paused in 25 minutes.,playback will be paused in 25 minutes,100.0,100.0,97.36842105263158,0.00026453001191839576,0.04747562401462346,0.5523051969939843,39.833049045597924,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,statusquery,"check bathroom camera tomorrow, june 7",feed will be retrieved tomorrow.,bathroom feed will be retrieved tomorrow,90.9090909090909,100.0,75.0,0.000271869997959584,0.04753782399347983,0.40242668200517073,57.15326798262466,2.480150016,2.481193472,2.488907441,100.0
Llama-3.2-1B-Merged,camera,backyard,on,initiate backyard camera,backyard camera initiated,backyard camera initiated.,100.0,100.0,96.15384615384616,0.0002625719935167581,0.04744873900199309,0.2017521499947179,64.43549672377893,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,sleeptimer,check,check timer yesterday,sleep timer retrieved for yesterday.,timer retrieved for yesterday,88.8888888888889,100.0,80.55555555555556,0.00026170199271291494,0.047454070998355746,0.40174482701695524,37.33713290443175,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,cellar,off,turn off cellar lights at 7 pm,cellar lights will be turned off at 7 pm.,cellar lights will turn off at 7 pm.,94.11764705882352,80.92767,87.8048780487805,0.0002708669926505536,0.047485740011325106,0.6025678559963126,39.829539131849856,2.480150016,2.481160704,2.488907441,0.0
Llama-3.2-1B-Merged,music,multisource,check,what sources are playing in each room?,living room: spotify kitchen: radio bedroom: off.,living room: spotify kitchen: radio bedroom: off,100.0,100.0,97.95918367346938,0.00027048500487580895,0.047508780990028754,0.6023356560035609,41.5050972839174,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,music,power,turnoff,shut down music device,music device off,music system turned off,57.14285714285715,100.0,52.17391304347826,0.0002623500186018646,0.04748206501244567,0.30185435799648985,53.00569488609489,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,disable,disable voice immediately,voice disabled immediately,voice disabled immediately.,100.0,100.0,96.2962962962963,0.0002622230094857514,0.047450874000787735,0.251717782986816,51.645139432524275,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,create,"make new playlist ""tomorrow, june 7""",new playlist will be created tomorrow.,new playlist will be created tomorrow,100.0,100.0,97.36842105263158,0.0002759849885478616,0.047649725020164624,0.6594833720009774,37.908461473632045,2.480150016,2.481259008,2.488907441,100.0
Llama-3.2-1B-Merged,music,voicecontrol,enable,"turn on voice control ""next monday, june 9""",voice control will be enabled next monday.,voice control will be enabled next monday,100.0,100.0,97.61904761904762,0.0002847090072464198,0.04770084298797883,0.4601387910079211,58.677947887978014,2.480150016,2.481291776,2.488907441,100.0
Llama-3.2-1B-Merged,music,queue,add,"insert track into queue next week, june 12",song will be added to queue next week.,song will be added to queue next week,100.0,100.0,97.36842105263158,0.0002737509785220027,0.04762883498915471,0.5593790629936848,48.267805833671005,2.480150016,2.481259008,2.488907441,100.0
Llama-3.2-1B-Merged,lights,all,on,activate lighting system,lighting system activated,lighting system activated.,100.0,100.0,96.15384615384616,0.00026164299924857914,0.04749903900665231,0.2517765810189303,51.63307861036754,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,attic,on,activate attic surveillance now,surveillance activated now,attic surveillance activated now.,85.71428571428571,100.0,78.78787878787878,0.0002628490037750453,0.04747260702424683,0.30185822100611404,49.692203015057785,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,down,shut shades immediately,shades shut immediately,shades shut immediately.,100.0,100.0,95.83333333333334,0.00026057101786136627,0.047450031008338556,0.25202123902272433,51.58295408121461,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,kitchen,statusquery,observe kitchen camera operations,operations observed,operations observed.,100.0,100.0,95.0,0.0002641750033944845,0.04746934201102704,0.2520542989950627,51.57618835239405,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,living room,on,activate living room camera,living room camera turned on,living room camera turned on.,100.0,100.0,96.55172413793103,0.0002633430121932179,0.047532633994705975,0.401882530975854,39.81262873295012,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,attic,statusquery,inspect attic camera status,camera status inspected,status inspected.,80.0,100.0,65.21739130434783,0.0002648590016178787,0.04749821400037035,0.20184378698468208,64.40624303678254,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,song,play,play song in 10 minutes,song will start in 10 minutes.,song will start in 10 minutes,100.0,100.0,96.66666666666667,0.0002685759973246604,0.047516721999272704,0.4521241500042379,46.447419364356364,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,sleeptimer,set,start sleep timer,sleep timer started,sleep timer started.,100.0,100.0,95.0,0.0002582680026534945,0.04744085899437778,0.2517023799882736,51.64829987148174,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,kitchen,statusquery,check for activity in the kitchen,kitchen activity reviewed,activity logs retrieved.,33.33333333333333,100.0,31.999999999999996,0.00026729601086117327,0.04749065000214614,0.2520677779975813,63.47499123887833,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,cellar,statusquery,show cellar camera feed,cellar feed shown,cellar feed shown.,100.0,100.0,94.44444444444444,0.0002618870057631284,0.04746036199503578,0.25181095898733474,55.59726255084932,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,queue,clear,empty queue at 9 pm,queue will be cleared at 9 pm.,queue will be emptied at 9 pm,85.71428571428571,100.0,80.0,0.00026155199157074094,0.04749511301633902,0.5523084339802153,39.83281559084082,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,artist,check,who is featured on this track?,featured artist is unknown.,"the featured track is ""fly me to the moon"" by frank sinatra",25.0,100.0,30.508474576271183,0.00026817398611456156,0.04749110201373696,0.8523472959932406,34.023689799128526,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,playbackspeed,check,check speed setting,speed retrieved,speed retrieved.,100.0,100.0,93.75,0.00026400902424938977,0.047485268994932994,0.4016449259943329,29.87713580668841,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,kitchen,statusquery,was there movement in the kitchen?,"yes, movement was detected in the kitchen minute.","yes, movement was detected in the kitchen day",87.5,100.0,85.71428571428572,0.00026767299277707934,0.047523346001980826,0.5524621549993753,41.63181096092637,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,equalizer,adjust,set equalizer to default,equalizer reset to default.,equalizer set to default,75.0,100.0,88.88888888888889,0.00026785299996845424,0.0474940610001795,0.35196016798727214,51.14215083750878,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,up,raise curtains today,curtains raised today,curtains raised today.,100.0,100.0,95.45454545454545,0.0002650050155352801,0.047463587019592524,0.3017384950071573,43.08366421623345,2.480150016,2.480996352,2.488907441,100.0
