Category,Subcategory,Action,Sentence,Response
camera,attic,on,Turn on the camera in the attic,Turning on the attic camera week.
camera,kitchen,statusquery,Was there movement in the kitchen?,"Yes, movement was detected in the kitchen minute."
camera,living room,statusquery,Was there movement in the living room?,"Yes, movement was detected in the living room today."
camera,cellar,on,Turn on the camera in the cellar,Turning on the cellar camera today.
camera,library,on,Turn on the camera in the library,Turning on the library camera today.
camera,bathroom,statusquery,Was there movement in the bathroom?,"Yes, movement was detected in the bathroom week."
camera,kitchen,statusquery,Was there movement in the kitchen?,"Yes, movement was detected in the kitchen month."
camera,outside,statusquery,Was there movement in the outside?,"Yes, movement was detected in the outside month."
camera,toilet,on,Turn on the camera in the toilet,Turning on the toilet camera day.
camera,basement,statusquery,Was there movement in the basement?,"Yes, movement was detected in the basement minute."
camera,basement,on,Turn on the camera in the basement,Turning on the basement camera yesterday.
camera,all,on,Turn on all the camera tomorrow,Turning on the all camera tomorrow.
camera,kitchen,on,Turn on the camera in the kitchen,Turning on the kitchen camera hour.
camera,toilet,on,Turn on the camera in the toilet,Turning on the toilet camera week.
camera,outside,on,Turn on the camera in the outside,Turning on the outside camera tomorrow.
camera,kitchen,statusquery,Was there movement in the kitchen?,"Yes, movement was detected in the kitchen tomorrow."
camera,basement,on,Turn on the camera in the basement,Turning on the basement camera minute.
camera,backyard,on,Turn on the camera in the backyard,Turning on the backyard camera day.
camera,living room,statusquery,Was there movement in the living room?,"Yes, movement was detected in the living room day."
camera,basement,on,Turn on the camera in the basement,Turning on the basement camera minute.
shutters,toilet,down,Lower the shutters in the toilet,Lowering the shutters in the toilet day.
shutters,none,statusquery,"Don't touch the shutters in the noon.""Okay"," I won’t touch the shutters at noon."""
shutters,toilet,statusquery,"Don't touch the shutters in the toilet.""Okay"," I won’t touch the toilet shutters day."""
shutters,toilet,statusquery,"Don't touch the shutters in the toilet.""Okay"," I won’t touch the toilet shutters yesterday."""
shutters,basement,down,Lower the shutters in the basement,Lowering the shutters in the basement hour.
shutters,library,up,Raise the shutters in the library,Raising the shutters in the library today.
shutters,bathroom,statusquery,"Don't touch the shutters in the bathroom.""Okay"," I won’t touch the bathroom shutters minute."""
shutters,kitchen,statusquery,"Don't touch the shutters in the kitchen.""Okay"," I won’t touch the kitchen shutters hour."""
shutters,library,up,Raise the shutters in the library,Raising the shutters in the library minute.
shutters,cellar,statusquery,"Don't touch the shutters in the cellar.""Okay"," I won’t touch the cellar shutters tomorrow."""
shutters,living room,down,Lower the shutters in the living room,Lowering the shutters in the living room now.
camera,all,on,Power up all cameras,All cameras powered up
camera,all,on,Switch on the camera system,Camera system switched on
camera,all,on,Enable surveillance cameras,Surveillance cameras enabled
camera,all,on,Start the camera network,Camera network started
camera,all,on,Activate every camera,Every camera activated
camera,all,on,Turn on the entire camera system,Entire camera system turned on
camera,all,on,Switch on every camera,Every camera switched on
camera,all,on,Power all cameras on,All cameras turned on
camera,all,on,Enable camera feeds,Camera feeds enabled
camera,all,on,Wake up all cameras,All Cameras are now active.
camera,all,on,Begin camera monitoring,Camera monitoring started
camera,all,on,Launch all cameras,All cameras launched
camera,attic,statusquery,Check the status of the attic camera now,Attic camera status retrieved
camera,attic,statusquery,Is the attic camera working?,Attic camera is functioning properly
camera,attic,statusquery,Get the current attic camera status,Current attic camera status shown
camera,attic,statusquery,Has the attic camera been triggered?,No recent triggers on attic camera
camera,attic,statusquery,Show me the attic camera feed,Attic camera feed retrieved
camera,attic,statusquery,Is the attic camera recording?,Attic camera is recording normally
camera,attic,statusquery,Retrieve the attic camera logs,Attic camera logs retrieved
camera,attic,statusquery,What’s the attic camera condition?,Attic camera condition is normal
camera,attic,statusquery,Is there any alert from the attic camera?,No alerts from attic camera
camera,attic,statusquery,Provide the attic camera status report,Attic camera report generated
camera,attic,statusquery,Has the attic camera been offline recently?,Attic camera has been online
camera,attic,statusquery,Are attic camera sensors active?,Sensors on attic camera are active
camera,attic,statusquery,Display attic camera recent footage,Recent attic camera footage retrieved
camera,attic,statusquery,Has the attic camera detected any motion?,No motion detected by attic camera
camera,attic,statusquery,Confirm attic camera is online,Attic camera confirmed online
camera,attic,statusquery,Show the attic surveillance status,Attic surveillance status shown
camera,attic,statusquery,Give me attic camera details,Attic camera details provided
camera,attic,statusquery,Is the attic camera feed live?,Attic camera feed is live
camera,attic,statusquery,Has the attic camera recorded anything today?,No recordings for today on attic camera
camera,attic,statusquery,Is the attic camera signal strong?,Attic camera signal is strong
camera,attic,on,Power up the attic camera,Attic camera powered up
camera,attic,on,Initiate attic camera,Attic camera initiated
camera,attic,on,Resume attic camera,Attic camera resumed
camera,attic,on,Boot attic camera,Attic camera booted
camera,attic,on,Wake up attic camera,Attic camera is now active
camera,attic,on,Reactivate attic camera,Attic camera reactivated
camera,attic,on,Begin attic surveillance camera,Attic surveillance camera online
camera,attic,on,Enable recording on attic camera,Recording started on attic camera
camera,attic,on,Turn the attic camera back on,Attic camera is back on
camera,attic,on,Start live feed on attic camera,Live feed from attic camera started
camera,backyard,statusquery,Is the backyard camera working?,Backyard camera is functioning properly
camera,backyard,statusquery,Get the current backyard camera status,Current backyard camera status shown
camera,backyard,statusquery,Show backyard camera feed,Backyard feed shown
camera,backyard,statusquery,Has the backyard camera detected anything?,motion detected by backyard camera
camera,backyard,statusquery,Check if backyard camera was triggered,Camera was triggered recently
camera,backyard,statusquery,Review backyard camera logs,Logs retrieved from backyard camera
camera,backyard,statusquery,Show recent backyard camera footage,Recent footage retrieved
camera,backyard,statusquery,Is backyard camera online?,Backyard camera is online
camera,backyard,statusquery,Any recent activity on backyard camera?,Yes recent activity detected.
camera,backyard,on,Start recording on backyard camera,Backyard camera recording started
camera,backyard,on,Can you enable the backyard camera?,Backyard camera has been enabled
camera,backyard,on,I want the backyard camera on,Turning on the backyard camera now
camera,backyard,on,Power up backyard camera,Backyard camera powered up
camera,backyard,on,Backyard camera on please,Backyard camera is now on
camera,backyard,on,Enable backyard surveillance camera,Surveillance camera enabled
camera,backyard,on,Initiate backyard camera,Backyard camera initiated
camera,backyard,on,Turn the backyard camera system on,Camera system activated
camera,backyard,on,Please switch on the backyard camera,Backyard camera switched on
camera,backyard,on,Start the backyard monitoring camera,monitoring started
camera,basement,statusquery,Is the basement camera working?,Basement camera is online and functioning
camera,basement,statusquery,Check for activity in basement camera,Activity logs accessed
camera,basement,statusquery,Review basement footage,Basement footage reviewed
camera,basement,statusquery,Show me the basement camera,Basement camera shown
camera,basement,statusquery,Check for motion in basement,Basement motion check completed
camera,basement,statusquery,Can you display the basement camera?,Sure here is the basement camera view
camera,basement,statusquery,Did the basement camera detect motion?,Yes it detected some motion
camera,basement,statusquery,Open basement camera view,Basement camera view opened
camera,basement,statusquery,Is there any activity in the basement?,Yes activity was noticed
camera,basement,on,Can you turn on the basement camera?,Basement camera is now on
camera,basement,on,Enable the camera in the basement,Camera in the basement is enabled
camera,basement,on,I want the basement camera turned on,Basement camera is now on.
camera,basement,on,Power up the basement camera,Basement camera powered up
camera,basement,on,Start surveillance in the basement,Basement surveillance started
camera,basement,on,Switch the basement camera on,Basement camera switched on
camera,basement,on,Begin basement camera operation,Basement camera operation started
camera,basement,on,Activate basement camera system,System activated in basement
camera,basement,on,Start the monitoring camera in basement,Basement monitoring initiated
camera,bathroom,statusquery,Open bathroom camera view,Bathroom camera view opened
camera,bathroom,statusquery,Can you show the bathroom camera?,Displaying bathroom camera
camera,bathroom,statusquery,Did the bathroom camera detect motion?,Yes motion was detected
camera,bathroom,statusquery,Review bathroom camera footage,Footage reviewed
camera,bathroom,statusquery,Check for activity on the bathroom camera,Bathroom camera activity retrieved.
camera,bathroom,statusquery,What's visible on the bathroom camera?,Bathroom view retrieved
camera,bathroom,statusquery,Can I see the bathroom camera feed?,Bathroom feed shown
camera,bathroom,statusquery,Inspect bathroom camera,Bathroom camera inspected
camera,bathroom,statusquery,Any movement in the bathroom last night?,Yes movement detected last night
camera,bathroom,statusquery,View camera in bathroom,Bathroom camera now visible
camera,bathroom,statusquery,Check bathroom camera logs,Logs reviewed for bathroom.
camera,bathroom,on,Turn on the bathroom camera,Turning on the bathroom camera
camera,bathroom,on,Start recording in the bathroom,Recording started in bathroom
camera,bathroom,on,Activate surveillance in the bathroom,Bathroom surveillance active
camera,bathroom,on,Turn on bathroom surveillance system,Bathroom system powered on
camera,bathroom,on,Enable monitoring in bathroom,Bathroom monitoring enabled
camera,bathroom,on,Start the bathroom monitoring system,System started
camera,bathroom,on,Can you power on the bathroom camera?,Bathroom camera is now on
camera,bathroom,on,Switch on the camera in bathroom,Camera switched on
camera,bathroom,on,Enable the camera in bathroom,Camera enabled in bathroom
camera,bathroom,on,I want the bathroom camera turned on,Camera turning on
camera,cellar,statusquery,Was there motion in the cellar yesterday?,Yes there was motion detected yesterday
camera,cellar,statusquery,Check for activity in the cellar,Cellar activity status checked
camera,cellar,statusquery,Can you display the cellar camera?,Displaying cellar camera
camera,cellar,statusquery,Review cellar camera footage,Footage reviewed
camera,cellar,statusquery,Is the cellar camera active?,Yes cellar camera is active
camera,cellar,statusquery,Show me the cellar camera status,Cellar camera status shown
camera,cellar,statusquery,Check the cellar camera logs,Logs retrieved from cellar camera
camera,cellar,statusquery,Display the live feed from the cellar,Live feed retrieved
camera,cellar,statusquery,Was any movement recorded in the cellar?,Yes movement was recorded
camera,cellar,statusquery,Look at the cellar camera footage,Footage retrieved
camera,cellar,statusquery,Inspect cellar camera status,Status inspection completed
camera,cellar,on,Please turn on the cellar camera,Cellar camera is now on
camera,cellar,on,Initiate cellar camera system,System started
camera,cellar,on,I want to enable the cellar camera,Enabling cellar camera
camera,cellar,on,Start monitoring the cellar,Cellar monitoring started
camera,cellar,on,Power up the cellar camera,Camera powered up
camera,cellar,on,Begin cellar surveillance,Surveillance initiated
camera,cellar,on,Switch the cellar camera on,Cellar camera switched on
camera,cellar,on,Enable recording in the cellar,Recording started
camera,cellar,on,Start the cellar camera now,Cellar camera started now
camera,cellar,on,Activate recording on the cellar camera,Recording activated
camera,cellar,on,Can you turn on the cellar monitoring?,Cellar monitoring turned on
camera,dining room,statusquery,Was there motion in the dining room?,Yes motion detected in the dining room
camera,dining room,statusquery,Review dining room camera footage,Footage reviewed
camera,dining room,statusquery,Inspect dining room camera status,Status inspected
camera,dining room,statusquery,Show dining room live feed,Live feed shown
camera,dining room,statusquery,Look at the dining room camera,Displaying dining room camera
camera,dining room,statusquery,Access dining room footage,Footage accessed
camera,dining room,statusquery,Open dining room camera,Camera opened
camera,dining room,statusquery,Display feed from dining room,Feed retrieved
camera,dining room,statusquery,Was there activity in the dining room?,Yes activity detected
camera,kitchen,statusquery,Was there motion in the kitchen?,Yes motion detected
camera,kitchen,statusquery,Check for activity in the kitchen,Kitchen activity reviewed
camera,kitchen,statusquery,Display kitchen feed,Feed retrieved
camera,kitchen,statusquery,Access kitchen camera,Camera accessed
camera,kitchen,statusquery,Inspect kitchen camera,Inspection completed
camera,kitchen,statusquery,Open kitchen camera,Camera opened
camera,kitchen,statusquery,Live feed from kitchen,Live view active
camera,kitchen,statusquery,Was anything unusual in the kitchen?,Yes an alert was recorded
camera,kitchen,statusquery,Review kitchen footage,Footage reviewed
camera,kitchen,statusquery,Kitchen surveillance check,Surveillance reviewed
camera,kitchen,statusquery,Retrieve kitchen camera logs,Logs retrieved
camera,kitchen,statusquery,Watch kitchen camera,Camera in view
camera,kitchen,statusquery,Kitchen activity detection,motion alert checked
camera,kitchen,on,Turn on the kitchen monitoring,Kitchen monitoring turned on
camera,kitchen,on,Enable kitchen surveillance system,Surveillance enabled
camera,kitchen,on,Power up the kitchen camera,Camera powered up
camera,kitchen,on,Please start the kitchen camera,Kitchen camera started
camera,kitchen,on,Begin recording in kitchen,Recording started
camera,kitchen,on,Turn kitchen monitoring on,monitoring enabled
camera,kitchen,on,Activate kitchen surveillance,Kitchen surveillance activated
camera,kitchen,on,I want the kitchen camera on,Turning on kitchen camera
camera,kitchen,on,Enable video in kitchen camera,Kitchen camera video enabled.
camera,kitchen,on,Start kitchen camera now,Camera activated
camera,kitchen,on,Switch on video in kitchen,Video system powered
camera,kitchen,on,Can you activate the kitchen cam?,Kitchen cam activated
camera,library,statusquery,Inspect library camera,Library camera inspected
camera,library,statusquery,Observe library camera feed,Library feed observed
camera,library,statusquery,Review library camera status,Library status reviewed
camera,library,statusquery,Get library camera details,Library camera details obtained
camera,library,statusquery,Examine library camera,Library camera examined
camera,library,statusquery,Verify library camera feed,Library feed verified
camera,library,statusquery,Assess library camera activity,Library activity assessed
camera,library,statusquery,Was there movement in the library yesterday?,motion detected in the library yesterday. 
camera,library,statusquery,Check library camera from June 1 2025 to June 2 2025,Library footage reviewed for June 1-2 2025. 
camera,library,statusquery,Show library camera activity for today,Library activity shown for today. 
camera,library,on,Initiate library camera system,Library camera system initiated
camera,library,on,Power up library camera,Library camera powered up
camera,library,on,Begin library camera recording,Library recording began
camera,library,on,Turn on library monitoring,Library monitoring turned on
camera,library,on,Activate library security camera,Library security camera activated
camera,library,on,Enable library camera feed,Library camera feed enabled
camera,library,on,Switch on library surveillance,Library surveillance switched on
camera,library,on,Turn on library camera for 2 hours,Library camera active for 2 hours. 
camera,library,on,Activate library camera until 8 PM,Library camera activated until 8 PM. 
camera,library,on,Start library camera for 90 minutes,Library camera started for 90 minutes. 
camera,living room,statusquery,Inspect living room camera,Living room camera inspected
camera,living room,statusquery,Observe living room camera feed,Living room feed observed
camera,living room,statusquery,Review living room camera status,Living room status reviewed
camera,living room,statusquery,Get living room camera details,Living room camera details obtained
camera,living room,statusquery,Examine living room camera,Living room camera examined
camera,living room,statusquery,Verify living room camera feed,Living room feed verified
camera,living room,statusquery,Assess living room camera activity,Living room activity assessed
camera,living room,statusquery,Analyze living room camera,Living room camera analyzed
camera,living room,statusquery,monitor living room feed,Living room feed monitored
camera,living room,statusquery,Inspect living room surveillance,Living room surveillance inspected
camera,living room,statusquery,Was there motion in the living room last night?,motion detected in the living room last night. 
camera,living room,statusquery,Check living room camera from June 3 2025 to June 4 2025,Living room footage reviewed for June 3-4 2025. 
camera,living room,statusquery,Show living room camera activity for today,Living room activity retrieved for today. 
camera,living room,statusquery,Review living room camera for yesterday,Living room footage reviewed for yesterday.
camera,living room,on,Initiate living room camera system,Living room camera system initiated
camera,living room,on,Power up living room camera,Living room camera powered up
camera,living room,on,Begin living room camera recording,Living room recording began
camera,living room,on,Turn on living room monitoring,Living room monitoring turned on
camera,living room,on,Activate living room security camera,Living room security camera activated
camera,living room,on,Enable living room camera feed,Living room camera feed enabled
camera,living room,on,Switch on living room surveillance,Living room surveillance switched on
camera,living room,on,Start living room camera,Living room camera started
camera,living room,on,Turn on living room camera for 1 hour,Living room camera active for 1 hour. 
camera,living room,on,Activate living room camera until 10 PM,Living room camera activated until 10 PM. 
camera,none,statusquery,Inspect camera system,Camera system inspected
camera,none,statusquery,Observe all camera feeds,All feeds observed
camera,none,statusquery,Review camera system status,Camera system status reviewed
camera,none,statusquery,Get camera system details,Camera system details obtained
camera,none,statusquery,Examine camera system,Camera system examined
camera,none,statusquery,Verify camera system feed,Camera system feed verified
camera,none,statusquery,Assess camera system activity,Camera system activity assessed
camera,none,statusquery,Analyze camera system,Camera system analyzed
camera,none,statusquery,monitor all camera feeds,All camera feeds monitored
camera,none,statusquery,Inspect entire camera system,Entire camera system inspected
camera,none,statusquery,Evaluate camera system status,Camera system status evaluated
camera,none,statusquery,Review all camera activity,All camera activity reviewed
camera,none,statusquery,Check system camera operations,Camera operations checked
camera,none,statusquery,Observe camera system performance,Camera system performance observed
camera,none,statusquery,Check camera activity for yesterday,Camera activity checked for yesterday.
camera,none,on,Restart camera system after 30 minutes,Camera system will restart in 30 minutes
camera,none,on,Turn on all cameras at 7 PM,All cameras will turn on at 7 PM
camera,none,on,Activate all cameras after 90 minutes,All cameras will be activated after 90 minutes
camera,none,on,Initiate camera system in an hour,Camera system will be initiated in an hour
camera,none,on,Reactivate all cameras tomorrow,All cameras will be reactivated tomorrow
camera,none,on,Resume all cameras next week,All cameras will resume next week
camera,none,on,Switch on the full camera system,Full camera system switched on
camera,none,on,Enable cameras throughout the house,All home cameras enabled
camera,none,on,Start monitoring across all cameras,monitoring started on all cameras
camera,none,on,Activate surveillance for all areas,Surveillance activated across all zones
camera,none,on,Power on security system,Security system powered on
camera,none,on,Begin all camera feeds,All camera feeds started
camera,none,on,Reactivate camera network,Camera network reactivated
camera,outside,statusquery,Check motion near the driveway from yesterday,motion status near driveway retrieved for yesterday
camera,outside,statusquery,Was there any motion near the front gate today?,Yes motion detected near the front gate today
camera,outside,statusquery,Display feed from outside camera,Outside camera feed retrieved
camera,outside,statusquery,monitor backyard camera,Backyard camera being monitored
camera,outside,statusquery,Show driveway camera footage,Driveway footage retrieved
camera,outside,statusquery,View front gate camera,Front gate camera view activated
camera,outside,statusquery,Watch live from outside camera,Live stream from outside camera started
camera,outside,statusquery,Check perimeter surveillance,Perimeter surveillance status retrieved
camera,outside,statusquery,Look for any unusual activity outside,No unusual activity outside
camera,outside,statusquery,Review outside camera logs from last night,Logs from outside camera retrieved
camera,outside,statusquery,Check motion history for outside area,motion history retrieved
camera,outside,statusquery,Was there movement outside during the weekend?,Yes motion detected during the weekend
camera,outside,statusquery,How was the outside camera activity from 2023 to 2024?,Activity summary from 2023 to 2024 retrieved
camera,outside,statusquery,Inspect external camera footage,External footage under inspection
camera,outside,statusquery,Show last 24-hour feed of outside camera,24-hour feed retrieved
camera,outside,statusquery,Check camera near the main entrance,main entrance camera checked
camera,outside,statusquery,Show who passed by the outside camera today,Pass-by data retrieved for today
camera,outside,on,Turn on outside camera after 10 minutes,Outside camera will activate in 10 minutes
camera,outside,on,Activate exterior camera at 6 PM,Exterior camera will activate at 6 PM
camera,outside,on,Start front gate camera tomorrow morning,Front gate camera scheduled for tomorrow morning
camera,outside,on,Enable outside monitoring next weekend,Outside monitoring enabled for the next weekend
camera,outside,on,Turn on the porch camera from 2022 to 2023,Porch camera activated during that time range
camera,outside,on,Reactivate outside surveillance next month,Outside surveillance reactivation scheduled
camera,outside,on,Begin monitoring in the garden area,monitoring started in the garden
camera,outside,on,Power on driveway camera,Driveway camera powered on
camera,outside,on,Initiate all outdoor cameras,All outdoor cameras initiated
camera,outside,on,Enable perimeter security cameras,Perimeter cameras enabled
camera,outside,on,Start yard surveillance,Surveillance started in the yard
camera,outside,on,Switch on outside security,Outside security switched on
camera,toilet,on,Turn on toilet camera after 15 minutes,Toilet camera will activate in 15 minutes
camera,restroom,on,Enable monitoring in the restroom at 5 AM,Restroom monitoring scheduled at 5 AM
camera,toilet,on,Enable monitoring in the toilet at 2 AM,toilet monitoring scheduled at 2 AM
camera,restroom,on,Enable monitoring in the restroom at 3 AM,Restroom monitoring scheduled at 3 AM
camera,toilet,on,Enable monitoring in the toilet at 6 AM,toilet monitoring scheduled at 6 AM
camera,toilet,on,Power on toilet camera next week,Toilet camera will power on next week
camera,toilet,on,Start monitoring the bathroom camera,Bathroom monitoring started
camera,toilet,on,Activate restroom camera,Restroom camera activated
camera,toilet,on,Enable washroom camera system,Washroom camera system enabled
camera,toilet,on,Reactivate toilet camera,Toilet camera reactivated
camera,toilet,on,Start surveillance in the restroom,Restroom surveillance started
camera,toilet,on,Initiate toilet camera,Toilet camera initiated
camera,toilet,on,Switch on washroom camera,Washroom camera switched on
camera,toilet,on,Begin recording from toilet camera,Recording started from toilet camera
camera,toilet,on,Power on lavatory camera,Lavatory camera powered on
camera,toilet,on,Activate privacy zone toilet camera,Privacy zone camera activated
lights,all,on,Turn on all lights at 7 PM,All lights will turn on at 7 PM
lights,all,on,Switch on every light after 10 minutes,All lights will be switched on in 10 minutes
lights,all,on,Turn all lights on next monday,All lights scheduled to turn on next monday
lights,all,on,Enable all house lights tomorrow morning,All house lights will be enabled tomorrow morning
lights,all,on,Power on all lights from 2022 to 2023,All lights were powered on during 2022 to 2023
lights,attic,off,Turn off attic lights in 15 minutes,Attic lights will turn off in 15 minutes
lights,attic,off,Switch off attic light at 6:30 AM,Attic light will be turned off at 6:30 AM
lights,attic,off,Disable attic lights tomorrow,Attic lights will be disabled tomorrow
lights,attic,off,Turn off attic light next week,Attic light scheduled to turn off next week
lights,attic,off,Switch off attic lighting for 3 hours,Attic lighting will be off for 3 hours
lights,attic,on,Turn on attic light at 8 PM,Attic light will turn on at 8 PM
lights,attic,on,Switch on attic lights in 20 minutes,Attic lights will activate in 20 minutes
lights,attic,on,Enable attic lights from 2020 to 2022,Attic lights were active from 2020 to 2022
lights,attic,on,Turn on attic lighting next morning,Attic lighting will activate next morning
lights,attic,on,Power on attic light after 45 minutes,Attic light will power on after 45 minutes
lights,basement,off,Turn off basement lights in 10 minutes,Basement lights will turn off in 10 minutes
lights,basement,off,Switch off basement lighting tonight,Basement lighting will be off tonight
lights,basement,off,Disable basement lights from 2022 to 2024,Basement lights will be disabled for two years.
lights,basement,off,Turn off basement light next Friday,Basement light scheduled to turn off next Friday
lights,basement,off,Switch off basement after 1 hour,Basement will be switched off in 1 hour
lights,basement,on,Turn on basement lights tomorrow,Basement lights will turn on tomorrow
lights,basement,on,Switch on basement lighting at 6 PM,Basement lighting will activate at 6 PM
lights,basement,on,Enable basement lights after 30 minutes,Basement lights will be enabled after 30 minutes
lights,basement,on,Power on basement lights next weekend,Basement lights will activate next weekend
lights,basement,on,Activate basement lighting from 2021 to 2022,Basement lighting was active in that period
lights,bathroom,off,Turn off bathroom light after 20 minutes,Bathroom light will turn off after 20 minutes
lights,bathroom,off,Disable bathroom lights next morning,Bathroom lights will be disabled next morning
lights,bathroom,off,Switch off bathroom lighting at 9 PM,Bathroom lighting will be off at 9 PM
lights,bathroom,off,Turn off bathroom lights tomorrow,Bathroom lights scheduled to turn off tomorrow
lights,bathroom,off,Power down bathroom lights from 2020 to 2021,Bathroom lights were off during that time
lights,bathroom,on,Turn on bathroom light in 15 minutes,Bathroom light will be on in 15 minutes
lights,bathroom,on,Switch on bathroom lights at 10 PM,Bathroom lights will activate at 10 PM
lights,bathroom,on,Enable bathroom lights next Saturday,Bathroom lights will be enabled next Saturday
lights,bathroom,on,Power on bathroom lighting tomorrow,Bathroom lighting will be on tomorrow
lights,bathroom,on,Turn on bathroom lights from 2021 to 2022,Bathroom lights were active then
lights,cellar,off,Turn off cellar light after 1 hour,Cellar light will go off after 1 hour
lights,cellar,off,Disable cellar lights at 7 PM,Cellar lights will turn off at 7 PM
lights,cellar,off,Switch off cellar lighting tomorrow,Cellar lighting scheduled to turn off tomorrow
lights,cellar,off,Power down cellar light next Tuesday,Cellar light will power down next Tuesday
lights,cellar,off,Turn off cellar lights during 2023,Cellar lights were off throughout 2023
lights,cellar,on,Turn on cellar lights at 6:15 AM,Cellar lights will turn on at 6:15 AM.
lights,cellar,on,Turn on cellar lights at 9:05 PM,Cellar lights will turn on at 9:05 PM
lights,cellar,on,Turn on cellar lights at 01:00 AM,Cellar lights will turn on at 01:00 AM
lights,cellar,on,Switch on cellar lighting after 25 minutes,Cellar lighting will be on after 25 minutes
lights,cellar,on,Enable cellar lights next week,Cellar lights will be enabled next week
lights,cellar,on,Power on cellar lights tomorrow evening,Cellar lights will power on tomorrow evening
lights,cellar,on,Turn on cellar lighting for the next 3 hours,Cellar lighting activated for 3 hours
lights,dining room,statusquery,What was the dining room light status in 2023?,Dining room lighting status from 2023 retrieved
lights,dining room,statusquery,Is the dining room light scheduled for tonight?,Dining room light schedule for tonight confirmed
lights,dining room,statusquery,Check dining room lights at 9 PM,Dining room lights will be checked at 9 PM
lights,dining room,statusquery,Show dining room light history from 2022 to 2023,Dining room light usage from 2022 to 2023 retrieved
lights,dining room,statusquery,Is the dining room light active after 30 minutes?,Status will be checked after 30 minutes
lights,dining room,off,Turn off dining room lights after 45 minutes,Dining room lights will turn off in 45 minutes
lights,dining room,off,Switch off dining room lighting at 11 PM,Dining room lighting will be off at 11 PM
lights,dining room,off,Disable dining room lights next weekend,Dining room lights scheduled to turn off next weekend
lights,dining room,off,Turn off dining room lights from 2020 to 2022,Dining room lights were off during that period
lights,dining room,off,Shut down dining room lighting tomorrow morning,Dining room lighting will be shut down tomorrow morning
lights,dining room,on,Turn on dining room lights at 7 PM,Dining room lights will turn on at 7 PM
lights,dining room,on,Enable dining room lighting after 10 minutes,Dining room lighting will be enabled in 10 minutes
lights,dining room,on,Switch on dining lights next Friday,Dining lights will activate next Friday
lights,dining room,on,Power on dining room lights from 2021 to 2022,Dining room lights were powered on during that time
lights,dining room,on,Turn on dining room lights tomorrow night,Dining room lights scheduled to activate tomorrow night
lights,kitchen,statusquery,Check kitchen light status from 2023,KItchen light status for 2023 retrieved
lights,kitchen,statusquery,Was kitchen light on last night?,Kitchen lighting log from last night checked
lights,kitchen,statusquery,Verify kitchen lights at 10:30 PM,KItchen light verification scheduled at 10:30 PM
lights,kitchen,statusquery,Check kitchen light activity for the past week,KItchen light usage history retrieved
lights,kitchen,statusquery,Is the kitchen light active after 15 minutes?,Kitchen light will be checked in 15 minutes
lights,kitchen,off,Turn off kitchen lights in 30 minutes,Kitchen lights will turn off in 30 minutes
lights,kitchen,off,Disable kitchen lighting tomorrow morning,Kitchen lighting will be disabled tomorrow morning
lights,kitchen,off,Switch off kitchen light at 5:45 AM,Kitchen light will be turned off at 5:45 AM
lights,kitchen,off,Shut down kitchen lights from 2020 to 2021,Kitchen lights were shut down in that period
lights,kitchen,off,Turn off kitchen lights this evening,Kitchen lights scheduled to go off this evening
lights,kitchen,on,Turn on kitchen lights after 25 minutes,Kitchen lights will turn on after 25 minutes
lights,kitchen,on,Power on kitchen lighting at 6 PM,Kitchen lighting will be powered on at 6 PM
lights,kitchen,on,Switch on kitchen lights from 2022 to 2023,Kitchen lights were on from 2022 to 2023
lights,kitchen,on,Enable kitchen lights tomorrow night,Kitchen lights will be enabled tomorrow night
lights,kitchen,on,Turn on kitchen lighting next Wednesday,KItchen lighting scheduled for next Wednesday
lights,library,off,Turn off library lights after 40 minutes,Library lights will turn off in 40 minutes
lights,library,off,Switch off library lights at 8:15 PM,Library lights will be switched off at 8:15 PM
lights,library,off,Shut down library lighting from 2021 to 2022,Library lighting was off during 2021 to 2022
lights,library,off,Disable library lights tomorrow,Library lights will be disabled tomorrow
lights,library,off,Power off library lights next month,Library lights are scheduled to power off next month
lights,library,on,Turn on library lights tomorrow evening,Library lights scheduled to activate tomorrow evening
lights,library,on,Enable library lighting after 15 minutes,Library lighting will be enabled in 15 minutes
lights,library,on,Switch on library lights from 2022 to 2023,Library lights were active from 2022 to 2023
lights,library,on,Power on library lights at 9 PM,Library lights will power on at 9 PM
lights,library,on,Turn on library lighting next weekend,Library lighting scheduled for next weekend
lights,living room,off,Turn off living room lights at 10 PM,Living room lights will turn off at 10 PM
lights,living room,off,Switch off living lights tomorrow,Living lights scheduled to turn off tomorrow
lights,living room,off,Disable living room lights in 20 minutes,Living room lights will be disabled in 20 minutes
lights,living room,off,Power down living room lights next Saturday,Living room lights will power down next Saturday
lights,living room,off,Turn off living room lights from 2021 to 2022,Living room lights were off during that period
lights,living room,on,Turn on living room lights in 30 minutes,Living room lights will be on in 30 minutes
lights,living room,on,Enable living room lighting at 6 AM,Living room lighting will activate at 6 AM
lights,living room,on,Power on living lights tomorrow night,Living lights will be powered on tomorrow night
lights,living room,on,Switch on living room lights next Thursday,Living room lights scheduled for next Thursday
lights,living room,on,Turn on living room lights from 2020 to 2021,Living room lights were active during that time
lights,none,statusquery,Check global light status from 2022 to 2023,All light status history retrieved
lights,none,statusquery,What's the system-wide light status this evening?,System-wide status for this evening fetched
lights,none,statusquery,monitor all lights tomorrow morning,All lights will be monitored tomorrow morning
lights,none,statusquery,View overall lighting next weekend,Lighting system view scheduled for next weekend
